order_id,customer_name,product,quantity,price,order_date
169,Veronica Gentry,Camera,7,29.03,2024-08-09
170,Veronica Gentry,Camera,1,32.01,2024-01-05
171,Veronica Gentry,Mouse,5,41.84,2024-01-13
172,Veronica Gentry,Keyboard,7,43.64,2024-09-14
173,Veronica Gentry,Keyboard,8,39.45,2024-01-14
174,Veronica Gentry,Printer,9,30.39,2024-05-12
175,Veronica Gentry,Printer,3,19.9,2024-06-27
176,Veronica Gentry,USB,2,62.97,2024-08-18
177,Veronica Gentry,Earphones,5,57.75,2024-02-25
178,Veronica Gentry,Headphones,2,91.93,2024-05-24
179,Veronica Gentry,USB,7,33.27,2024-12-27
180,Veronica Gentry,Laptop,4,38.46,2024-08-13
181,Veronica Gentry,Headphones,10,65.92,2024-04-06
182,Veronica Gentry,USB,7,49.24,2024-11-12
183,Veronica Gentry,USB,7,40.0,2024-01-13
184,Veronica Gentry,Tablet,4,20.19,2024-06-05
185,Veronica Gentry,Earphones,1,63.91,2024-06-17
186,Veronica Gentry,Laptop,8,58.35,2024-12-06
187,Veronica Gentry,Tablet,4,15.11,2024-05-14
188,Veronica Gentry,Earphones,7,80.17,2024-09-08
189,Veronica Gentry,Camera,6,45.52,2024-11-14
190,Veronica Gentry,Smartphone,4,44.05,2024-09-15
191,Veronica Gentry,Mouse,7,52.15,2024-05-19
192,Veronica Gentry,Printer,2,86.8,2024-02-23
193,Veronica Gentry,Keyboard,2,20.22,2024-08-09
194,Veronica Gentry,Printer,9,39.07,2024-06-19
195,Veronica Gentry,Tablet,10,52.91,2024-09-19
196,Veronica Gentry,Keyboard,1,27.9,2024-09-17
197,Veronica Gentry,Printer,4,48.5,2024-10-21
198,Samuel Shaffer,Earphones,4,15.37,2024-10-22
199,Samuel Shaffer,Tablet,1,92.49,2024-02-27
200,Samuel Shaffer,Speaker,10,34.82,2024-04-21
201,Samuel Shaffer,Printer,7,54.43,2024-10-30
202,Samuel Shaffer,Printer,3,94.11,2024-02-01
203,Samuel Shaffer,Printer,7,58.71,2024-07-08
204,Samuel Shaffer,Laptop,5,86.89,2024-10-30
205,Samuel Shaffer,Mouse,4,98.96,2024-07-13
206,Samuel Shaffer,Speaker,1,40.0,2024-11-19
207,Samuel Shaffer,Headphones,4,42.74,2024-01-18
208,Samuel Shaffer,Headphones,1,24.86,2024-06-01
209,Samuel Shaffer,Camera,10,43.41,2024-01-10
210,Samuel Shaffer,Keyboard,2,86.99,2024-12-27
211,Samuel Shaffer,Earphones,1,28.65,2024-08-11
212,Samuel Shaffer,Speaker,4,90.36,2024-11-26
213,Samuel Shaffer,Smartphone,7,49.76,2024-11-24
214,Samuel Shaffer,Laptop,3,33.3,2024-11-13
215,Samuel Shaffer,Keyboard,10,93.58,2024-06-17
216,Samuel Shaffer,Mouse,7,85.23,2024-04-02
217,Samuel Shaffer,Keyboard,8,13.25,2024-10-24
218,Samuel Shaffer,Keyboard,10,14.69,2024-08-22
219,Samuel Shaffer,Printer,8,37.56,2024-08-02
220,Samuel Shaffer,Camera,9,84.47,2024-07-25
221,Samuel Shaffer,Tablet,8,65.93,2024-09-08
222,Samuel Shaffer,Speaker,7,55.49,2024-03-27
223,Samuel Shaffer,Camera,6,10.99,2024-12-07
224,Samuel Shaffer,Tablet,2,74.97,2024-06-04
225,Samuel Shaffer,Mouse,1,90.29,2024-11-27
226,Samuel Shaffer,USB,9,36.62,2024-05-10
227,Samuel Shaffer,Tablet,3,35.08,2024-11-24
228,Samuel Shaffer,Camera,5,99.95,2024-11-01
229,Samuel Shaffer,Speaker,10,51.36,2024-09-04
230,Samuel Shaffer,Tablet,2,20.92,2024-08-17
231,Samuel Shaffer,USB,2,36.41,2024-08-24
232,Samuel Shaffer,Smartphone,4,86.07,2024-01-17
233,Brenda Johnson,Keyboard,5,82.86,2024-01-15
234,Brenda Johnson,Headphones,10,30.9,2024-08-11
235,Brenda Johnson,Headphones,1,58.9,2024-04-01
236,Brenda Johnson,Laptop,2,59.61,2024-08-06
237,Brenda Johnson,Speaker,7,70.9,2024-07-24
238,Brenda Johnson,Mouse,7,81.06,2024-06-04
239,Brenda Johnson,Mouse,9,33.08,2024-03-16
240,Brenda Johnson,Mouse,6,96.21,2024-03-04
241,Brenda Johnson,Headphones,8,85.37,2024-02-08
242,Brenda Johnson,Laptop,5,37.96,2024-04-21
243,Brenda Johnson,Tablet,3,70.95,2024-11-20
244,Brenda Johnson,Laptop,8,70.45,2024-07-08
245,Brenda Johnson,Mouse,9,40.45,2024-11-03
246,Brenda Johnson,USB,2,57.08,2024-03-17
247,Brenda Johnson,Tablet,4,50.76,2024-07-11
248,Brenda Johnson,Keyboard,9,12.3,2024-05-28
249,Brenda Johnson,Headphones,6,43.36,2024-06-17
250,Brenda Johnson,Headphones,2,15.99,2024-05-03
251,Brenda Johnson,Speaker,4,69.33,2024-10-26
252,Brenda Johnson,Earphones,1,73.65,2024-09-15
253,Brenda Johnson,Earphones,10,24.87,2024-11-25
254,Brenda Johnson,Tablet,3,34.28,2024-02-02
255,Brenda Johnson,Printer,5,40.02,2024-03-06
256,Brenda Johnson,Earphones,5,76.14,2024-01-31
257,Brenda Johnson,Laptop,2,82.66,2024-02-05
258,Brenda Johnson,Tablet,7,63.49,2024-02-05
259,Brenda Johnson,Speaker,4,17.24,2024-05-19
260,Brenda Johnson,Mouse,2,30.13,2024-07-11
261,Brenda Johnson,Laptop,9,62.08,2024-02-20
262,Brenda Johnson,Printer,3,54.31,2024-05-11
263,Brenda Johnson,Mouse,8,30.55,2024-01-09
264,Brenda Johnson,Earphones,1,63.95,2024-05-16
265,Brenda Johnson,Speaker,8,24.38,2024-08-04
266,Brenda Johnson,Printer,6,84.46,2024-06-26
267,Brenda Johnson,USB,10,11.83,2024-04-28
268,Brenda Johnson,Keyboard,6,40.4,2024-04-04
269,Brenda Johnson,Tablet,5,46.78,2024-02-02
270,Brenda Johnson,Laptop,6,51.73,2024-01-02
271,Brenda Johnson,USB,9,83.36,2024-09-23
272,Brenda Johnson,Speaker,8,75.71,2024-01-17
273,Brenda Johnson,Earphones,5,48.72,2024-05-14
274,Brenda Johnson,Tablet,9,13.89,2024-11-12
275,Brenda Johnson,Printer,10,26.41,2024-01-11
276,Brenda Johnson,Headphones,10,62.21,2024-07-15
277,Brenda Johnson,Laptop,8,52.12,2024-11-15
278,Brenda Johnson,Printer,6,77.75,2024-12-14
279,Brenda Johnson,USB,4,94.51,2024-11-29
280,Brenda Johnson,Laptop,1,35.74,2024-10-18
281,Brenda Johnson,Keyboard,7,71.78,2024-01-20
282,Brenda Johnson,Camera,6,50.51,2024-08-04
283,Brenda Johnson,USB,2,63.11,2024-09-04
284,Brenda Johnson,Printer,3,58.77,2024-02-01
285,Brenda Johnson,Printer,2,57.07,2024-09-13
286,Brenda Johnson,Mouse,3,25.23,2024-01-09
287,Brenda Johnson,Printer,5,35.63,2024-12-19
288,Brenda Johnson,Keyboard,5,85.53,2024-01-25
289,Brenda Johnson,Tablet,1,76.31,2024-11-21
290,Brenda Johnson,Camera,2,57.65,2024-04-17
291,Brenda Johnson,Mouse,5,55.24,2024-12-24
292,Brenda Johnson,Smartphone,1,96.98,2024-04-06
293,Brenda Johnson,Earphones,9,74.35,2024-03-13
294,Brenda Johnson,USB,9,34.07,2024-12-17
295,Brenda Johnson,USB,8,90.52,2024-05-10
296,Brenda Johnson,USB,7,95.94,2024-11-19
297,Brenda Johnson,USB,10,91.8,2024-06-17
298,Brenda Johnson,Camera,4,39.29,2024-07-12
299,Brenda Johnson,Smartphone,6,77.03,2024-09-20
300,Brenda Johnson,Earphones,1,59.78,2024-08-16
301,Brenda Johnson,Camera,8,41.55,2024-05-27
302,Brenda Johnson,USB,6,45.29,2024-10-21
303,Brenda Johnson,Camera,1,28.74,2024-05-25
304,Brenda Johnson,Speaker,4,12.3,2024-09-14
305,Brenda Johnson,Mouse,1,64.14,2024-04-10
306,Brenda Johnson,Tablet,1,16.13,2024-11-13
307,Brenda Johnson,Headphones,5,24.89,2024-12-12
308,Brenda Johnson,Camera,3,10.39,2024-12-21
309,Brenda Johnson,Camera,1,81.69,2024-11-19
310,Brenda Johnson,Earphones,10,96.26,2024-05-05
311,Brenda Johnson,Keyboard,4,90.18,2024-01-02
312,Brenda Johnson,Mouse,5,34.4,2024-05-08
313,Aimee Shaffer,Smartphone,7,86.34,2024-08-19
314,Aimee Shaffer,Headphones,6,72.17,2024-06-26
315,Aimee Shaffer,Mouse,10,35.62,2024-07-08
316,Aimee Shaffer,Camera,8,93.95,2024-12-26
317,Aimee Shaffer,Laptop,1,97.9,2024-03-07
318,Aimee Shaffer,USB,5,55.14,2024-08-20
319,Aimee Shaffer,Laptop,9,13.84,2024-11-11
320,Aimee Shaffer,Laptop,6,14.29,2024-06-09
321,Aimee Shaffer,Keyboard,4,56.04,2024-11-09
322,Aimee Shaffer,Tablet,8,39.42,2024-09-29
323,Aimee Shaffer,USB,1,16.08,2024-07-22
324,Aimee Shaffer,Mouse,10,16.32,2024-05-17
325,Aimee Shaffer,Earphones,5,27.72,2024-10-08
326,Aimee Shaffer,Mouse,6,97.11,2024-02-27
327,Aimee Shaffer,USB,5,97.54,2024-06-08
328,Aimee Shaffer,Camera,10,94.82,2024-05-07
329,Aimee Shaffer,Tablet,1,72.59,2024-03-08
330,Aimee Shaffer,Tablet,1,74.05,2024-07-13
331,Aimee Shaffer,Earphones,3,91.04,2024-08-16
332,Aimee Shaffer,Headphones,1,88.93,2024-08-31
333,Aimee Shaffer,Smartphone,5,64.23,2024-08-12
334,Aimee Shaffer,Headphones,5,41.76,2024-01-26
335,Aimee Shaffer,Camera,9,65.28,2024-06-13
336,Aimee Shaffer,Mouse,1,96.46,2024-04-02
337,Aimee Shaffer,Laptop,6,34.84,2024-04-05
338,Aimee Shaffer,Laptop,3,75.14,2024-09-30
339,Aimee Shaffer,Mouse,1,17.27,2024-07-22
340,Aimee Shaffer,Tablet,10,89.25,2024-03-15
341,Aimee Shaffer,USB,3,83.37,2024-09-26
342,Aimee Shaffer,Speaker,10,84.53,2024-10-04
343,Aimee Shaffer,Earphones,3,16.81,2024-12-05
344,Aimee Shaffer,Camera,1,54.61,2024-02-26
345,Aimee Shaffer,Printer,10,22.69,2024-02-04
346,Aimee Shaffer,Earphones,7,55.94,2024-10-06
347,Aimee Shaffer,Printer,6,70.58,2024-12-30
348,Aimee Shaffer,Smartphone,9,13.95,2024-08-09
349,Aimee Shaffer,Camera,3,95.49,2024-12-27
350,Aimee Shaffer,USB,2,34.15,2024-05-19
351,Aimee Shaffer,Laptop,7,55.31,2024-12-06
352,Aimee Shaffer,USB,4,46.49,2024-04-21
353,Aimee Shaffer,USB,2,30.35,2024-04-13
354,Aimee Shaffer,Printer,6,69.51,2024-08-22
355,Aimee Shaffer,Camera,9,88.2,2024-11-08
356,Aimee Shaffer,Smartphone,2,65.91,2024-10-07
357,Aimee Shaffer,Printer,5,60.61,2024-08-23
358,Aimee Shaffer,Earphones,9,83.77,2024-12-03
359,Aimee Shaffer,Earphones,5,60.46,2024-04-01
360,Aimee Shaffer,Smartphone,2,58.48,2024-10-15
361,Aimee Shaffer,Camera,7,33.06,2024-02-10
362,Aimee Shaffer,Headphones,5,36.9,2024-10-02
363,Aimee Shaffer,Earphones,7,18.53,2024-06-22
364,Aimee Shaffer,USB,7,51.98,2024-01-25
365,Aimee Shaffer,Smartphone,10,91.24,2024-02-13
366,Aimee Shaffer,Headphones,3,28.56,2024-01-21
367,Aimee Shaffer,Headphones,7,39.56,2024-02-26
368,Aimee Shaffer,Headphones,6,19.73,2024-12-16
369,Aimee Shaffer,Earphones,8,88.42,2024-03-06
370,Aimee Shaffer,Camera,4,55.06,2024-08-07
371,Aimee Shaffer,Printer,10,86.62,2024-07-11
372,Aimee Shaffer,Earphones,9,10.92,2024-10-23
373,Aimee Shaffer,Smartphone,5,59.66,2024-08-13
374,Aimee Shaffer,Tablet,8,97.44,2024-12-22
375,Aimee Shaffer,Smartphone,1,41.24,2024-04-23
376,Aimee Shaffer,Keyboard,7,74.86,2024-10-08
377,Aimee Shaffer,Headphones,5,65.79,2024-02-25
378,Aimee Shaffer,Camera,8,23.4,2024-02-21
379,Aimee Shaffer,Headphones,6,85.65,2024-04-29
380,Aimee Shaffer,Earphones,3,68.82,2024-11-22
381,Aimee Shaffer,Tablet,8,24.87,2024-01-31
382,Aimee Shaffer,Mouse,10,75.32,2024-01-25
383,Aimee Shaffer,Keyboard,4,86.49,2024-10-13
384,Aimee Shaffer,Smartphone,7,58.82,2024-04-05
385,Aimee Shaffer,Smartphone,7,39.54,2024-04-11
386,Aimee Shaffer,Camera,9,65.6,2024-02-22
387,Aimee Shaffer,Smartphone,7,84.64,2024-07-03
388,Aimee Shaffer,Headphones,2,14.86,2024-12-18
389,Aimee Shaffer,Smartphone,9,30.64,2024-04-15
390,Aimee Shaffer,Earphones,10,83.47,2024-02-16
391,Aimee Shaffer,Headphones,3,82.78,2024-02-18
392,Aimee Shaffer,Smartphone,1,11.22,2024-06-06
393,Timothy Smith,USB,4,12.29,2024-08-08
394,Timothy Smith,Tablet,10,43.78,2024-06-01
395,Timothy Smith,Camera,6,66.0,2024-10-17
396,Timothy Smith,Smartphone,8,48.57,2024-01-09
397,Timothy Smith,Keyboard,1,62.84,2024-08-23
398,Timothy Smith,Headphones,10,46.49,2024-05-16
399,Timothy Smith,Mouse,3,79.96,2024-01-23
400,Timothy Smith,Tablet,3,88.23,2024-08-26
401,Timothy Smith,Camera,1,46.39,2024-11-27
402,Timothy Smith,Mouse,2,66.89,2024-05-08
403,Timothy Smith,Printer,5,66.32,2024-04-01
404,Timothy Smith,Speaker,4,89.35,2024-03-01
405,Samantha Hill,Earphones,7,67.94,2024-08-10
406,Samantha Hill,Smartphone,8,70.39,2024-11-28
407,Samantha Hill,Keyboard,8,95.43,2024-01-21
408,Samantha Hill,Smartphone,9,30.8,2024-07-12
409,Samantha Hill,Tablet,7,87.13,2024-03-31
410,Samantha Hill,Speaker,7,61.81,2024-06-14
411,Samantha Hill,Mouse,9,42.99,2024-06-12
412,Samantha Hill,Earphones,2,23.95,2024-01-30
413,Samantha Hill,Smartphone,7,39.44,2024-07-16
414,Samantha Hill,USB,8,76.08,2024-12-11
415,Samantha Hill,Headphones,5,55.82,2024-06-24
416,Samantha Hill,Earphones,10,44.81,2024-11-08
417,Samantha Hill,Speaker,10,19.0,2024-10-12
418,Samantha Hill,Speaker,7,66.69,2024-12-25
419,Samantha Hill,Keyboard,4,21.09,2024-08-22
420,Samantha Hill,Headphones,2,24.08,2024-05-17
421,Samantha Hill,Headphones,4,94.39,2024-05-06
422,Samantha Hill,Earphones,3,15.98,2024-01-03
423,Samantha Hill,Keyboard,9,61.74,2024-09-01
424,Samantha Hill,Printer,5,87.8,2024-01-12
425,Samantha Hill,Printer,8,94.84,2024-01-13
426,Samantha Hill,Keyboard,4,94.54,2024-02-24
427,Samantha Hill,Camera,4,66.9,2024-02-16
428,Samantha Hill,Printer,6,82.75,2024-10-25
429,Samantha Hill,Speaker,9,15.28,2024-06-14
430,Samantha Hill,Camera,4,18.12,2024-05-02
431,Samantha Hill,Headphones,9,59.37,2024-06-22
432,Samantha Hill,Earphones,2,47.97,2024-09-20
433,Samantha Hill,Laptop,1,60.4,2024-07-13
434,Samantha Hill,Printer,6,17.49,2024-08-09
435,Samantha Hill,Laptop,9,36.03,2024-01-12
436,Samantha Hill,USB,6,86.98,2024-06-29
437,Samantha Hill,Mouse,2,84.89,2024-12-23
438,Samantha Hill,Laptop,8,99.94,2024-08-09
439,Samantha Hill,Tablet,1,87.56,2024-08-12
440,Samantha Hill,Camera,2,52.37,2024-02-07
441,Samantha Hill,Earphones,10,54.58,2024-05-17
442,Samantha Hill,Keyboard,4,61.5,2024-02-10
443,Samantha Hill,Headphones,9,36.83,2024-02-02
444,Samantha Hill,Earphones,1,33.01,2024-09-20
445,Samantha Hill,Camera,3,53.23,2024-10-23
446,Samantha Hill,Speaker,6,16.74,2024-10-19
447,Samantha Hill,Speaker,3,59.1,2024-05-23
448,Samantha Hill,Headphones,2,69.62,2024-05-13
449,Samantha Hill,Speaker,1,22.97,2024-08-03
450,Samantha Hill,Speaker,9,76.13,2024-07-07
451,Samantha Hill,Laptop,9,19.71,2024-10-27
452,Samantha Hill,USB,5,78.5,2024-07-11
453,Samantha Hill,USB,6,69.79,2024-05-09
454,Samantha Hill,Earphones,10,10.65,2024-06-12
455,Samantha Hill,Headphones,6,15.35,2024-07-08
456,Samantha Hill,Speaker,6,82.73,2024-12-11
457,Samantha Hill,Laptop,1,82.39,2024-09-24
458,Samantha Hill,Camera,9,79.86,2024-06-30
459,Samantha Hill,Keyboard,8,41.18,2024-07-06
460,Samantha Hill,Keyboard,6,65.37,2024-02-01
461,Samantha Hill,Keyboard,1,89.63,2024-07-28
462,Samantha Hill,Tablet,1,16.51,2024-10-12
463,Samantha Hill,Printer,1,13.05,2024-07-04
464,Samantha Hill,Smartphone,4,13.72,2024-06-29
465,Samantha Hill,Mouse,6,32.01,2024-02-23
466,Samantha Hill,USB,10,93.59,2024-10-23
467,Samantha Hill,Tablet,10,77.4,2024-01-16
468,Samantha Hill,Tablet,3,96.31,2024-06-27
469,Samantha Hill,USB,10,24.83,2024-06-05
470,Samantha Hill,Smartphone,4,25.76,2024-08-13
471,Samantha Hill,Speaker,10,31.16,2024-08-04
472,Samantha Hill,Speaker,7,61.05,2024-01-22
473,Samantha Hill,Tablet,5,11.52,2024-03-12
474,Samantha Hill,USB,10,29.45,2024-11-16
475,Samantha Hill,Earphones,2,50.75,2024-05-23
476,Samantha Hill,Laptop,9,66.75,2024-08-14
477,Samantha Hill,Speaker,4,40.07,2024-10-06
478,Samantha Hill,Earphones,1,63.9,2024-01-08
479,Samantha Hill,USB,10,37.99,2024-12-17
480,Samantha Hill,Printer,8,68.46,2024-01-14
481,Samantha Hill,Mouse,10,97.87,2024-08-19
482,Samantha Hill,Mouse,3,32.84,2024-11-19
483,Samantha Hill,Tablet,8,60.55,2024-03-16
484,Samantha Hill,USB,5,75.65,2024-09-28
485,Samantha Hill,USB,4,93.38,2024-11-10
486,Samantha Hill,Tablet,6,31.91,2024-05-03
